order_id,customer_id,order_date,product,category,quantity,price,discount_pct,shipping_cost,customer_country,payment_method,total_amount
1067,CUST-0376,2024-10-25,Running Shoes,Footwear,5,94.62,0,13.21,USA,Credit Card,473.1
1068,CUST-0346,2024-07-11,Resistance Bands,Fitness Gear,3,124.28,10,6.36,UK,PayPal,335.56
1069,CUST-0273,2024-02-02,Backpack,Bags,1,119.54,10,6.46,Nepal,Debit Card,107.59
1070,CUST-0308,2024-06-06,Water Bottle,Accessories,1,214.39,0,9.02,India,PayPal,214.39
1071,CUST-0025,2024-10-06,Backpack,Bags,5,190.03,0,10.11,UK,Bank Transfer,950.15
1072,CUST-0090,2024-04-23,Wireless Earbuds,Electronics,4,160.51,5,7.27,USA,Credit Card,609.94
1073,CUST-0002,2024-04-14,Backpack,Bags,3,242.31,10,7.13,Germany,PayPal,654.24
1074,CUST-0304,2024-10-21,Backpack,Bags,1,181.21,15,,UK,PayPal,154.03
1075,CUST-0380,2024-09-25,Running Shoes,Footwear,5,170.88,15,12.85,India,Debit Card,726.24
1076,CUST-0272,2024-12-10,Resistance Bands,Fitness Gear,4,179.7,5,14.05,India,PayPal,682.86
1077,CUST-0123,2024-06-27,Wireless Earbuds,Electronics,4,43.05,5,4.89,Nepal,Bank Transfer,163.59
1078,CUST-0304,2024-09-27,Duffel Bag,Bags,3,94.9,0,10.21,Nepal,Bank Transfer,284.7
1079,CUST-0009,2024-05-20,Water Bottle,Accessories,2,188.87,10,2.95,USA,PayPal,339.97
1080,CUST-0106,2024-11-29,Wireless Earbuds,Electronics,5,211.58,15,6.53,India,Debit Card,899.22
1081,CUST-0034,2024-05-17,Fitness Tracker,Electronics,2,233.59,5,,UK,Credit Card,443.82
1082,CUST-0268,2024-06-09,Running Shoes,Footwear,3,86.15,0,,UK,Credit Card,258.45
1083,CUST-0338,2024-05-13,Yoga Mat,Fitness Gear,2,182.27,0,13.84,USA,PayPal,364.54
1084,CUST-0329,2024-10-10,Yoga Mat,Fitness Gear,5,171.67,20,4.19,Germany,Credit Card,686.68
1085,CUST-0362,2024-10-02,Backpack,Bags,2,206.09,5,9.87,India,PayPal,391.57
1086,CUST-0135,2024-10-18,Wireless Earbuds,Electronics,5,47.16,15,10.87,India,PayPal,200.43
1087,CUST-0390,2024-12-23,Wireless Earbuds,Electronics,4,89.26,0,11.11,Canada,PayPal,357.04
1088,CUST-0382,2024-09-15,Duffel Bag,Bags,5,136.73,10,7.13,UK,Bank Transfer,615.28
1089,CUST-0298,2024-09-04,Backpack,Bags,1,122.35,5,7.57,Germany,PayPal,116.23
1090,CUST-0226,2024-04-28,Duffel Bag,Bags,2,150.55,0,6.37,Nepal,Credit Card,301.1
1091,CUST-0229,2024-10-21,Resistance Bands,Fitness Gear,1,213.34,0,,Canada,Debit Card,213.34
1092,CUST-0088,2024-11-26,Yoga Mat,Fitness Gear,5,149.16,15,13.27,Australia,PayPal,633.93
1093,CUST-0218,2024-05-15,Resistance Bands,Fitness Gear,4,248.42,0,9.01,USA,Bank Transfer,993.68
1094,CUST-0208,2024-05-20,Yoga Mat,Fitness Gear,3,176.02,15,13.87,Australia,Credit Card,448.85
1095,CUST-0182,2024-08-18,Duffel Bag,Bags,2,229.51,10,5.15,UK,Bank Transfer,413.12
1096,CUST-0156,2024-02-17,Water Bottle,Accessories,2,135.96,5,12.91,Germany,PayPal,258.32
1097,CUST-0204,2024-05-11,Resistance Bands,Fitness Gear,5,107.61,0,8.73,Germany,Credit Card,538.05
1098,CUST-0169,2024-04-30,Duffel Bag,Bags,5,141.28,0,4.65,UK,Bank Transfer,706.4
1099,CUST-0240,2024-08-07,Resistance Bands,Fitness Gear,4,173.95,20,5.59,Germany,Debit Card,556.64
1100,CUST-0237,2024-09-05,Backpack,Bags,2,236.89,20,14.77,Australia,Debit Card,379.02
1101,CUST-0362,2024-10-17,Water Bottle,Accessories,5,246.66,20,,Germany,PayPal,986.64
1102,CUST-0244,2024-06-11,Wireless Earbuds,Electronics,1,35.38,5,12.44,Australia,PayPal,33.61
1103,CUST-0368,2024-02-27,Fitness Tracker,Electronics,2,191.58,0,1.49,India,Bank Transfer,383.16
1104,CUST-0101,2024-02-20,Wireless Earbuds,Electronics,1,65.56,0,3.07,USA,Debit Card,65.56
1105,CUST-0010,2024-07-02,Fitness Tracker,Electronics,5,108.79,15,14.74,UK,Bank Transfer,462.36
1106,CUST-0101,2024-06-02,Duffel Bag,Bags,4,244.51,5,13.04,UK,Debit Card,929.14
1107,CUST-0260,2024-03-24,Water Bottle,Accessories,1,91.66,0,2.0,UK,Debit Card,91.66
1108,CUST-0001,2024-04-26,Backpack,Bags,2,232.21,5,5.32,Canada,Debit Card,441.2
1109,CUST-0090,2024-12-03,Duffel Bag,Bags,3,150.65,15,9.97,India,Bank Transfer,384.16
1110,CUST-0386,2024-04-04,Running Shoes,Footwear,3,111.52,20,1.97,India,Debit Card,267.65
1111,CUST-0380,2024-07-18,Resistance Bands,Fitness Gear,3,135.91,20,8.04,Australia,Debit Card,326.18
1112,CUST-0195,2024-05-25,Water Bottle,Accessories,4,235.64,15,1.25,USA,PayPal,801.18
1113,CUST-0312,2024-08-20,Resistance Bands,Fitness Gear,4,31.16,20,13.11,UK,Debit Card,99.71
1114,CUST-0016,2024-10-10,Fitness Tracker,Electronics,5,29.62,20,4.36,UK,Credit Card,118.48
1115,CUST-0062,2024-09-21,Wireless Earbuds,Electronics,3,86.65,0,10.73,Canada,Credit Card,259.95
1116,CUST-0034,2024-11-15,Backpack,Bags,1,54.05,5,0.11,UK,Credit Card,51.35
1117,CUST-0128,2024-02-27,Wireless Earbuds,Electronics,5,120.81,0,,USA,Bank Transfer,604.05
1118,CUST-0069,2024-02-18,Running Shoes,Footwear,5,194.98,0,,India,Debit Card,974.9
1119,CUST-0306,2024-05-28,Backpack,Bags,5,234.92,0,,India,Bank Transfer,1174.6
1120,CUST-0108,2024-08-17,Running Shoes,Footwear,5,201.12,5,13.31,USA,Debit Card,955.32
1121,CUST-0312,2024-06-22,Yoga Mat,Fitness Gear,3,159.54,20,0.76,India,PayPal,382.9
1122,CUST-0019,2024-08-26,Running Shoes,Footwear,4,76.74,10,14.98,Canada,PayPal,276.26
1123,CUST-0055,2024-06-29,Wireless Earbuds,Electronics,3,34.4,0,,Germany,Credit Card,103.2
1124,CUST-0373,2024-08-16,Yoga Mat,Fitness Gear,5,125.97,20,13.64,USA,Credit Card,503.88
1125,CUST-0042,2024-05-31,Yoga Mat,Fitness Gear,3,237.87,20,11.82,Canada,Debit Card,570.89
1126,CUST-0373,2024-08-20,Yoga Mat,Fitness Gear,4,190.94,10,3.55,Nepal,Bank Transfer,687.38
1127,CUST-0204,2024-11-22,Duffel Bag,Bags,5,28.09,0,0.89,Germany,Debit Card,140.45
1128,CUST-0268,2024-01-31,Duffel Bag,Bags,5,136.06,0,12.78,Canada,Debit Card,680.3
1129,CUST-0188,2024-02-08,Resistance Bands,Fitness Gear,1,225.5,5,8.65,Canada,Credit Card,214.22
1130,CUST-0010,2024-10-09,Backpack,Bags,4,71.0,0,0.14,India,Debit Card,284.0
1131,CUST-0018,2024-08-31,Backpack,Bags,2,213.53,0,13.09,UK,Bank Transfer,427.06
1132,CUST-0393,2024-10-04,Duffel Bag,Bags,2,102.43,0,3.66,Nepal,Debit Card,204.86
1133,CUST-0204,2024-09-19,Water Bottle,Accessories,2,73.19,5,2.6,Nepal,Debit Card,139.06
1134,CUST-0088,2024-06-22,Duffel Bag,Bags,4,69.13,20,11.21,Nepal,Bank Transfer,221.22
1135,CUST-0396,2024-09-28,Yoga Mat,Fitness Gear,5,182.12,0,11.69,Nepal,PayPal,910.6
1136,CUST-0297,2024-01-14,Backpack,Bags,2,199.79,20,9.11,Nepal,Debit Card,319.66
1137,CUST-0382,2024-05-15,Resistance Bands,Fitness Gear,2,30.06,15,10.31,India,PayPal,51.1
1138,CUST-0342,2024-04-04,Wireless Earbuds,Electronics,2,87.77,0,1.09,Germany,Credit Card,175.54
1139,CUST-0231,2024-05-13,Duffel Bag,Bags,1,160.76,0,4.07,Canada,Credit Card,160.76
1140,CUST-0004,2024-05-28,Duffel Bag,Bags,2,16.74,10,6.28,Germany,Credit Card,30.13
1141,CUST-0302,2024-05-21,Wireless Earbuds,Electronics,3,77.7,5,5.4,USA,Bank Transfer,221.45
1142,CUST-0249,2024-04-27,Duffel Bag,Bags,1,29.31,0,3.39,Germany,Debit Card,29.31
1143,CUST-0323,2024-04-13,Water Bottle,Accessories,2,119.38,0,6.69,Australia,Bank Transfer,238.76
1144,CUST-0268,2024-12-27,Resistance Bands,Fitness Gear,5,67.91,10,6.87,USA,Bank Transfer,305.59
1145,CUST-0382,2024-12-29,Fitness Tracker,Electronics,5,15.49,10,8.54,UK,Bank Transfer,69.7
1146,CUST-0066,2024-07-24,Yoga Mat,Fitness Gear,3,27.02,0,1.87,Germany,Credit Card,81.06
1147,CUST-0145,2024-03-06,Yoga Mat,Fitness Gear,2,119.85,5,2.45,Nepal,Debit Card,227.71
1148,CUST-0335,2024-11-19,Fitness Tracker,Electronics,2,226.44,5,12.51,Australia,Credit Card,430.24
1149,CUST-0166,2024-04-28,Backpack,Bags,1,122.72,20,,Australia,PayPal,98.18
1150,CUST-0300,2024-04-23,Water Bottle,Accessories,2,77.3,0,2.45,India,PayPal,154.6
1151,CUST-0169,2024-03-21,Water Bottle,Accessories,2,221.12,15,13.66,Germany,Credit Card,375.9
1152,CUST-0314,2024-06-12,Resistance Bands,Fitness Gear,5,189.44,10,3.3,Nepal,PayPal,852.48
1153,CUST-0226,2024-07-09,Resistance Bands,Fitness Gear,5,46.38,10,6.81,Nepal,Debit Card,208.71
1154,CUST-0039,2024-04-02,Running Shoes,Footwear,5,216.68,0,3.95,Australia,Bank Transfer,1083.4
1155,CUST-0223,2024-11-17,Water Bottle,Accessories,1,249.58,0,0.32,Germany,Debit Card,249.58
1156,CUST-0291,2024-04-20,Resistance Bands,Fitness Gear,2,221.64,20,14.74,USA,Debit Card,354.62
1157,CUST-0126,2024-06-28,Fitness Tracker,Electronics,4,24.39,0,6.89,Australia,Credit Card,97.56
1158,CUST-0076,2024-05-12,Yoga Mat,Fitness Gear,2,125.22,10,13.97,Nepal,PayPal,225.4
1159,CUST-0346,2024-08-30,Duffel Bag,Bags,1,245.55,10,4.02,Australia,PayPal,221.0
1160,CUST-0047,2024-12-18,Resistance Bands,Fitness Gear,3,39.09,10,6.74,Nepal,Debit Card,105.54
1161,CUST-0358,2024-12-07,Wireless Earbuds,Electronics,2,172.63,15,13.16,USA,Credit Card,293.47
1162,CUST-0341,2024-03-23,Resistance Bands,Fitness Gear,5,74.75,15,0.73,UK,PayPal,317.69
1163,CUST-0394,2024-08-29,Resistance Bands,Fitness Gear,2,95.46,0,2.8,Germany,Credit Card,190.92
1164,CUST-0093,2024-06-07,Fitness Tracker,Electronics,5,28.4,20,,Germany,Bank Transfer,113.6
1165,CUST-0091,2024-05-18,Fitness Tracker,Electronics,5,91.78,0,0.4,Canada,Credit Card,458.9
1166,CUST-0135,2024-10-06,Water Bottle,Accessories,4,151.48,20,4.26,UK,PayPal,484.74
1167,CUST-0153,2024-10-18,Yoga Mat,Fitness Gear,1,193.42,0,12.19,Australia,PayPal,193.42
1168,CUST-0002,2024-06-01,Fitness Tracker,Electronics,5,198.64,0,,Australia,Bank Transfer,993.2
1169,CUST-0385,2024-10-14,Resistance Bands,Fitness Gear,4,165.51,0,,Australia,PayPal,662.04
1170,CUST-0301,2024-08-10,Running Shoes,Footwear,3,182.37,0,3.18,Nepal,PayPal,547.11
1171,CUST-0243,2024-03-24,Water Bottle,Accessories,4,67.24,0,2.35,USA,PayPal,268.96
1172,CUST-0299,2024-03-07,Water Bottle,Accessories,1,192.38,0,2.48,Canada,PayPal,192.38
1173,CUST-0007,2024-06-06,Yoga Mat,Fitness Gear,1,98.32,20,2.95,Nepal,PayPal,78.66
1174,CUST-0028,2024-03-16,Running Shoes,Footwear,4,143.23,10,7.04,Canada,Bank Transfer,515.63
1175,CUST-0083,2024-03-18,Fitness Tracker,Electronics,4,48.81,0,2.12,India,Bank Transfer,195.24
1176,CUST-0068,2024-08-29,Water Bottle,Accessories,5,61.34,10,12.32,UK,Bank Transfer,276.03
1177,CUST-0300,2024-04-11,Running Shoes,Footwear,2,141.26,10,3.99,India,PayPal,254.27
1178,CUST-0073,2024-08-11,Wireless Earbuds,Electronics,1,224.38,20,5.13,UK,Bank Transfer,179.5
1179,CUST-0002,2024-09-10,Duffel Bag,Bags,3,176.13,0,11.71,Australia,PayPal,528.39
1180,CUST-0247,2024-12-18,Duffel Bag,Bags,4,163.2,20,,Australia,Credit Card,522.24
1181,CUST-0137,2024-12-22,Yoga Mat,Fitness Gear,2,120.58,0,7.11,UK,Credit Card,241.16
1182,CUST-0143,2024-04-14,Fitness Tracker,Electronics,1,15.87,0,11.87,Nepal,Credit Card,15.87
1183,CUST-0231,2024-11-01,Backpack,Bags,2,122.57,0,9.78,Canada,PayPal,245.14
1184,CUST-0112,2024-10-06,Fitness Tracker,Electronics,2,40.25,10,3.17,Germany,Debit Card,72.45
1185,CUST-0300,2024-07-11,Fitness Tracker,Electronics,1,241.88,10,9.45,Australia,Debit Card,217.69
1186,CUST-0030,2024-07-13,Wireless Earbuds,Electronics,1,29.51,0,11.73,UK,Credit Card,29.51
1187,CUST-0025,2024-07-13,Wireless Earbuds,Electronics,1,95.42,15,13.59,Canada,Debit Card,81.11
1188,CUST-0172,2024-02-03,Resistance Bands,Fitness Gear,1,19.35,15,8.71,UK,Bank Transfer,16.45
1189,CUST-0300,2024-02-17,Yoga Mat,Fitness Gear,5,213.09,0,14.76,Nepal,Credit Card,1065.45
1190,CUST-0055,2024-02-06,Yoga Mat,Fitness Gear,5,132.51,20,0.52,USA,PayPal,530.04
1191,CUST-0305,2024-10-12,Duffel Bag,Bags,5,96.02,5,6.16,UK,Debit Card,456.1
1192,CUST-0104,2024-03-30,Resistance Bands,Fitness Gear,2,113.08,10,,Germany,PayPal,203.54
1193,CUST-0381,2024-06-30,Wireless Earbuds,Electronics,3,120.67,0,7.59,USA,Debit Card,362.01
1194,CUST-0331,2024-07-21,Running Shoes,Footwear,3,215.12,0,2.16,Nepal,Debit Card,645.36
1195,CUST-0170,2024-12-04,Duffel Bag,Bags,2,117.29,0,11.2,USA,Debit Card,234.58
1196,CUST-0012,2024-06-12,Wireless Earbuds,Electronics,3,78.26,20,6.6,Australia,Credit Card,187.82
1197,CUST-0279,2024-08-27,Running Shoes,Footwear,2,155.44,20,,UK,PayPal,248.7
1198,CUST-0154,2024-05-04,Wireless Earbuds,Electronics,2,99.3,20,1.96,UK,Credit Card,158.88
1199,CUST-0072,2024-03-22,Fitness Tracker,Electronics,2,121.02,0,1.23,India,Credit Card,242.04
1200,CUST-0278,2024-06-14,Yoga Mat,Fitness Gear,2,140.27,0,6.85,UK,Credit Card,280.54
1201,CUST-0251,2024-06-05,Wireless Earbuds,Electronics,5,120.02,10,,Germany,PayPal,540.09
1202,CUST-0291,2024-08-02,Running Shoes,Footwear,5,234.39,0,1.26,Canada,PayPal,1171.95
1203,CUST-0329,2024-07-15,Resistance Bands,Fitness Gear,1,183.0,0,9.72,Canada,Credit Card,183.0
1204,CUST-0063,2024-06-02,Fitness Tracker,Electronics,4,197.55,0,1.51,USA,PayPal,790.2
1205,CUST-0139,2024-01-15,Wireless Earbuds,Electronics,5,110.62,0,3.18,Canada,Bank Transfer,553.1
1206,CUST-0208,2024-12-19,Fitness Tracker,Electronics,4,63.6,0,14.48,Canada,PayPal,254.4
1207,CUST-0282,2024-11-04,Duffel Bag,Bags,2,174.86,0,9.75,USA,Bank Transfer,349.72
1208,CUST-0294,2024-02-29,Running Shoes,Footwear,5,161.3,0,12.16,Australia,Debit Card,806.5
1209,CUST-0028,2024-12-22,Yoga Mat,Fitness Gear,3,110.52,5,13.62,UK,Bank Transfer,314.98
1210,CUST-0214,2024-04-07,Water Bottle,Accessories,4,206.22,0,2.22,Australia,Debit Card,824.88
1211,CUST-0161,2024-06-15,Wireless Earbuds,Electronics,3,148.35,0,5.99,Canada,Bank Transfer,445.05
1212,CUST-0105,2024-06-18,Backpack,Bags,3,48.62,0,,UK,Debit Card,145.86
1213,CUST-0341,2024-02-09,Wireless Earbuds,Electronics,5,95.29,5,7.48,India,Bank Transfer,452.63
1214,CUST-0169,2024-01-19,Yoga Mat,Fitness Gear,1,133.26,0,9.72,Canada,Credit Card,133.26
1215,CUST-0371,2024-07-24,Wireless Earbuds,Electronics,3,159.08,0,11.44,UK,PayPal,477.24
1216,CUST-0380,2024-04-11,Resistance Bands,Fitness Gear,5,22.37,15,7.53,India,Credit Card,95.07
1217,CUST-0332,2024-10-19,Duffel Bag,Bags,2,172.28,0,0.01,USA,PayPal,344.56
1218,CUST-0384,2024-10-02,Duffel Bag,Bags,4,45.29,0,14.41,UK,Debit Card,181.16
1219,CUST-0280,2024-05-21,Backpack,Bags,1,165.21,15,5.78,Germany,PayPal,140.43
1220,CUST-0029,2024-10-02,Wireless Earbuds,Electronics,4,82.95,0,1.59,USA,Credit Card,331.8
1221,CUST-0398,2024-04-03,Running Shoes,Footwear,5,235.0,0,8.77,Australia,Debit Card,1175.0
1222,CUST-0231,2024-10-16,Duffel Bag,Bags,5,204.28,15,8.82,Australia,PayPal,868.19
1223,CUST-0101,2024-11-20,Running Shoes,Footwear,3,71.01,0,8.36,UK,PayPal,213.03
1224,CUST-0253,2024-12-25,Duffel Bag,Bags,5,39.97,0,3.16,Nepal,Bank Transfer,199.85
1225,CUST-0241,2024-04-28,Water Bottle,Accessories,2,83.24,15,4.93,USA,Bank Transfer,141.51
1226,CUST-0092,2024-03-10,Running Shoes,Footwear,3,193.49,0,3.56,Germany,PayPal,580.47
1227,CUST-0301,2024-02-20,Resistance Bands,Fitness Gear,1,184.85,10,0.78,UK,Credit Card,166.36
1228,CUST-0122,2024-02-01,Fitness Tracker,Electronics,2,220.48,15,2.83,Australia,PayPal,374.82
1229,CUST-0024,2024-05-26,Duffel Bag,Bags,1,137.01,5,14.65,USA,Debit Card,130.16
1230,CUST-0227,2024-12-13,Duffel Bag,Bags,4,143.03,0,3.98,UK,PayPal,572.12
1231,CUST-0100,2024-06-10,Water Bottle,Accessories,5,40.87,0,1.73,Nepal,Debit Card,204.35
1232,CUST-0107,2024-03-09,Water Bottle,Accessories,5,62.17,10,,UK,Bank Transfer,279.77
1233,CUST-0279,2024-05-14,Resistance Bands,Fitness Gear,4,111.47,0,7.99,Germany,Bank Transfer,445.88
1234,CUST-0050,2024-05-19,Yoga Mat,Fitness Gear,3,188.99,0,,UK,Debit Card,566.97
1235,CUST-0075,2024-10-22,Running Shoes,Footwear,3,56.1,5,,Australia,PayPal,159.88
1236,CUST-0372,2024-06-06,Water Bottle,Accessories,3,171.43,10,3.73,Australia,Credit Card,462.86
1237,CUST-0101,2024-07-05,Backpack,Bags,4,129.9,0,4.54,Canada,Credit Card,519.6
1238,CUST-0214,2024-03-05,Duffel Bag,Bags,1,211.56,0,,Germany,Bank Transfer,211.56
1239,CUST-0337,2024-12-24,Backpack,Bags,5,92.94,20,1.65,India,Bank Transfer,371.76
1240,CUST-0262,2024-08-15,Fitness Tracker,Electronics,1,18.69,15,1.39,India,PayPal,15.89
1241,CUST-0044,2024-04-06,Duffel Bag,Bags,3,165.09,0,,Canada,Bank Transfer,495.27
1242,CUST-0234,2024-11-14,Duffel Bag,Bags,4,15.3,10,,Australia,PayPal,55.08
1243,CUST-0280,2024-06-07,Backpack,Bags,3,94.24,0,13.33,Australia,Bank Transfer,282.72
1244,CUST-0354,2024-08-14,Backpack,Bags,3,233.94,0,5.5,Nepal,PayPal,701.82
1245,CUST-0092,2024-05-04,Running Shoes,Footwear,5,202.64,20,5.69,Nepal,PayPal,810.56
1246,CUST-0364,2024-03-24,Wireless Earbuds,Electronics,2,239.64,0,8.68,Germany,Credit Card,479.28
1247,CUST-0083,2024-09-08,Water Bottle,Accessories,4,56.01,0,9.76,Canada,Debit Card,224.04
1248,CUST-0058,2024-09-06,Resistance Bands,Fitness Gear,5,65.65,0,6.23,USA,Bank Transfer,328.25
1249,CUST-0119,2024-05-09,Wireless Earbuds,Electronics,2,17.48,15,4.92,UK,Debit Card,29.72
